material_id,formula,composition,structure,band_gap,functional,passes_topology,b_site_elements,anion_elements,n_candidate_b_sites,n_edge_or_face_sharing_pairs,disambiguated_by_bond_length,error,a_site_elements,a_site_mean_cn,a_site_cn_plausible,a_site_element,b_site_element,x_site_element,a_oxi_state,b_oxi_state,x_oxi_state,oxi_error,b_site_cn,x_site_cn,a_site_cn,a_site_radius,a_site_radius_method,b_site_radius,b_site_radius_method,x_site_radius,x_site_radius_method
mp-1100343,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca4 Sn4 S12)
Reduced Formula: CaSnS3
abc   :  10.024154   5.023836  10.017108
angles:  89.170733  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.5       0.096484  0.015827        -0
  1  Ca    0         0.111121  0.985052        -0
  2  Ca    0.5       0.101894  0.540282         0
  3  Ca    0         0.062042  0.404911         0
  4  Sn    0.752531  0.511445  0.73924         -0
  5  Sn    0.742177  0.498849  0.258154        -0
  6  Sn    0.247469  0.511445  0.73924         -0
  7  Sn    0.257823  0.498849  0.258154        -0
  8  S     0.733043  0.443745  0.999097        -0
  9  S     0.266957  0.443745  0.999097        -0
 10  S     0.761123  0.305951  0.499007        -0
 11  S     0.238877  0.305951  0.499007        -0
 12  S     0.735266  0.998717  0.82053          0
 13  S     0.76632   0.988286  0.189835         0
 14  S     0.264734  0.998717  0.82053          0
 15  S     0.23368   0.988286  0.189835         0
 16  S     0.5       0.572841  0.67326         -0
 17  S     0         0.541544  0.270604        -0
 18  S     0.5       0.358393  0.273318         0
 19  S     0         0.398494  0.746334         0",0.0,GGA Static,True,['Sn'],['S'],8,0,True,,['Ca'],{'Ca': 6.25},True,Ca,Sn,S,2.0,4.0,-2.0,,6.0,4.083333333333333,6.25,1.0,shannon_exact_cn,0.69,shannon_exact_cn,1.84,shannon_fallback_cn
mp-1100345,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca2 Sn2 S6)
Reduced Formula: CaSnS3
abc   :   9.368545   4.133447   6.509038
angles:  89.999489  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.768667  0.991309  0.038142         0
  1  Ca    0.268667  0.008691  0.961858         0
  2  Sn    0.998483  0.501715  0.501872         0
  3  Sn    0.498483  0.498285  0.498128         0
  4  S     0.751458  0.493075  0.336012        -0
  5  S     0.251458  0.506925  0.663988        -0
  6  S     0.046717  0.00127   0.284977        -0
  7  S     0.434675  0.506228  0.136304        -0
  8  S     0.546717  0.99873   0.715023        -0
  9  S     0.934675  0.493772  0.863696        -0",0.3799170005259427,GGA Static,True,['Sn'],['S'],4,0,True,,['Ca'],{'Ca': 6.0},True,Ca,Sn,S,2.0,4.0,-2.0,,5.0,3.6666666666666665,6.0,1.0,shannon_exact_cn,0.62,shannon_exact_cn,1.84,shannon_fallback_cn
mp-1100365,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca4 Sn4 S12)
Reduced Formula: CaSnS3
abc   :   4.781983   7.854605  14.032504
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.441086  0.823206  0.5             -0
  1  Ca    0.558914  0.323206  0.5             -0
  2  Ca    0.255077  0.218184  0                0
  3  Ca    0.744923  0.718184  0                0
  4  Sn    0.05647   0.559984  0.712763        -0
  5  Sn    0.05647   0.559984  0.287237        -0
  6  Sn    0.94353   0.059984  0.287237        -0
  7  Sn    0.94353   0.059984  0.712763        -0
  8  S     0.059491  0.50187   0.5              0
  9  S     0.940509  0.00187   0.5              0
 10  S     0.245876  0.558826  0                0
 11  S     0.754124  0.058826  0                0
 12  S     0.445405  0.079647  0.651486         0
 13  S     0.445405  0.079647  0.348514         0
 14  S     0.554595  0.579647  0.348514         0
 15  S     0.554595  0.579647  0.651486         0
 16  S     0.036566  0.814277  0.821174        -0
 17  S     0.036566  0.814277  0.178826        -0
 18  S     0.963434  0.314277  0.178826        -0
 19  S     0.963434  0.314277  0.821174        -0",0.0,GGA Static,True,['Sn'],['S'],8,0,True,,['Ca'],{'Ca': 6.0},True,Ca,Sn,S,2.0,4.0,-2.0,,5.0,3.6666666666666665,6.0,1.0,shannon_exact_cn,0.62,shannon_exact_cn,1.84,shannon_fallback_cn
mp-1100381,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca16 Sn16 S48)
Reduced Formula: CaSnS3
abc   :  13.844849  13.844849  13.844849
angles: 109.165784 109.165784 110.083837
pbc   :       True       True       True
Sites (80)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.874905  0.993878  0.632303        -0
  1  Ca    0.361575  0.242602  0.367697        -0
  2  Ca    0.243878  0.111575  0.618973        -0
  3  Ca    0.492602  0.624905  0.381027        -0
  4  Ca    0.375095  0.756122  0.867697        -0
  5  Ca    0.888425  0.507398  0.132303        -0
  6  Ca    0.006122  0.638425  0.881027        -0
  7  Ca    0.757398  0.125095  0.118973        -0
  8  Ca    0.755688  0.755688  0                0
  9  Ca    0.005688  0.505688  0.5              0
 10  Ca    0.494312  0.994312  0.5              0
 11  Ca    0.244312  0.244312  0                0
 12  Ca    0.625     0.875     0.75            -0
 13  Ca    0.125     0.875     0.25            -0
 14  Ca    0.125     0.875     0.75            -0
 15  Ca    0.125     0.375     0.25            -0
 16  Sn    0.125     0.375     0.75             0
 17  Sn    0.625     0.375     0.25             0
 18  Sn    0.625     0.375     0.75             0
 19  Sn    0.625     0.875     0.25             0
 20  Sn    0         0         0                0
 21  Sn    0.25      0.75      0.5              0
 22  Sn    0.5       0.5       0               -0
 23  Sn    0.75      0.25      0.5             -0
 24  Sn    0.383687  0.497014  0.632631        -0
 25  Sn    0.864384  0.751056  0.367369        -0
 26  Sn    0.747014  0.614384  0.613327        -0
 27  Sn    0.001056  0.133687  0.386673        -0
 28  Sn    0.866313  0.252986  0.867369        -0
 29  Sn    0.385616  0.998944  0.132631        -0
 30  Sn    0.502986  0.135616  0.886673        -0
 31  Sn    0.248944  0.616313  0.113327        -0
 32  S     0.531099  0.691336  0.795206         0
 33  S     0.89613   0.735893  0.204794         0
 34  S     0.941336  0.64613   0.660237         0
 35  S     0.985893  0.281099  0.339763         0
 36  S     0.718901  0.058664  0.704794         0
 37  S     0.35387   0.014107  0.295206         0
 38  S     0.308664  0.10387   0.839763         0
 39  S     0.264107  0.468901  0.160237         0
 40  S     0.212223  0.488126  0.656332         0
 41  S     0.831794  0.555891  0.343668         0
 42  S     0.738126  0.581794  0.775903         0
 43  S     0.805891  0.962223  0.224097         0
 44  S     0.037777  0.261874  0.843668         0
 45  S     0.418206  0.194109  0.156332         0
 46  S     0.511874  0.168206  0.724097         0
 47  S     0.444109  0.787777  0.275903         0
 48  S     0.413817  0.33018   0.626178         0
 49  S     0.704002  0.787639  0.373822         0
 50  S     0.58018   0.454002  0.416363         0
 51  S     0.037639  0.163817  0.583637         0
 52  S     0.836183  0.41982   0.873822         0
 53  S     0.545998  0.962361  0.126178         0
 54  S     0.66982   0.295998  0.083637         0
 55  S     0.212361  0.586183  0.916363         0
 56  S     0.347801  0.461366  0.440215         0
 57  S     0.021151  0.907586  0.559785         0
 58  S     0.711366  0.771151  0.613565         0
 59  S     0.157586  0.097801  0.386435         0
 60  S     0.902199  0.288634  0.059785         0
 61  S     0.228849  0.842414  0.940215         0
 62  S     0.538634  0.978849  0.886435         0
 63  S     0.092414  0.652199  0.113565         0
 64  S     0.809106  0.967232  0.976178         0
 65  S     0.991054  0.832928  0.023822         0
 66  S     0.217232  0.741054  0.658126         0
 67  S     0.082928  0.559106  0.341874         0
 68  S     0.440894  0.782768  0.523822         0
 69  S     0.258946  0.917072  0.476178         0
 70  S     0.032768  0.008946  0.841874         0
 71  S     0.167072  0.190894  0.158126         0
 72  S     0.543123  0.700613  0.042866         0
 73  S     0.657747  0.500256  0.957134         0
 74  S     0.950613  0.407747  0.65749          0
 75  S     0.750256  0.293123  0.34251          0
 76  S     0.706877  0.049387  0.457134         0
 77  S     0.592253  0.249744  0.542866         0
 78  S     0.299387  0.342253  0.84251          0
 79  S     0.499744  0.456877  0.15749          0",0.8106999999999998,GGA Static,True,['Sn'],['S'],8,0,True,,['Ca'],{'Ca': 7.5},True,Ca,Sn,S,2.0,4.0,-2.0,,4.5,4.0,7.5,1.12,shannon_exact_cn,0.55,shannon_exact_cn,1.84,shannon_fallback_cn
mp-1238933,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca4 Sn4 S12)
Reduced Formula: CaSnS3
abc   :   7.087280   7.120834   9.419872
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.171634  0.699814  0.5              0
  1  Ca    0.671634  0.300186  0.5             -0
  2  Ca    0.03935   0.702203  0                0
  3  Ca    0.53935   0.297797  0                0
  4  Sn    0.136168  0.19545   0.744377         0
  5  Sn    0.136168  0.19545   0.255623         0
  6  Sn    0.636168  0.80455   0.255623         0
  7  Sn    0.636168  0.80455   0.744377         0
  8  S     0.516871  0.899248  0.5             -0
  9  S     0.016871  0.100752  0.5             -0
 10  S     0.650121  0.667572  0                0
 11  S     0.150121  0.332428  0                0
 12  S     0.885696  0.575172  0.694489        -0
 13  S     0.885696  0.575172  0.305511        -0
 14  S     0.385696  0.424828  0.305511        -0
 15  S     0.385696  0.424828  0.694489        -0
 16  S     0.284198  0.890186  0.803296        -0
 17  S     0.284198  0.890186  0.196704        -0
 18  S     0.784198  0.109814  0.196704        -0
 19  S     0.784198  0.109814  0.803296        -0",0.8455999999999997,GGA Static,True,['Sn'],['S'],6,0,True,,['Ca'],{'Ca': 7.0},True,Ca,Sn,S,2.0,4.0,-2.0,,5.0,4.0,7.0,1.06,shannon_exact_cn,0.62,shannon_exact_cn,1.84,shannon_fallback_cn
mp-1331908,CaSnS3,Ca1 Sn1 S3,"Full Formula (Ca20 Sn20 S60)
Reduced Formula: CaSnS3
abc   :  14.572635  14.572635  13.172062
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (100)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.267199  0.753787  0.446046         0
  1  Ca    0.732801  0.246213  0.946046        -0
  2  Ca    0.246213  0.267199  0.196046         0
  3  Ca    0.753787  0.732801  0.696046         0
  4  Ca    0.287192  0.269748  0.70854          0
  5  Ca    0.712808  0.730252  0.20854         -0
  6  Ca    0.730252  0.287192  0.45854          0
  7  Ca    0.269748  0.712808  0.95854          0
  8  Ca    0.556403  0.836891  0.488599         0
  9  Ca    0.443597  0.163109  0.988599         0
 10  Ca    0.163109  0.556403  0.238599         0
 11  Ca    0.836891  0.443597  0.738599         0
 12  Ca    0.340688  0.966164  0.694799         0
 13  Ca    0.659312  0.033836  0.194799         0
 14  Ca    0.033836  0.340688  0.444799         0
 15  Ca    0.966164  0.659312  0.944799         0
 16  Ca    0.122851  0.537942  0.702971         0
 17  Ca    0.877149  0.462058  0.202971         0
 18  Ca    0.462058  0.122851  0.452971         0
 19  Ca    0.537942  0.877149  0.952971         0
 20  Sn    0.436213  0.730018  0.755757         0
 21  Sn    0.563787  0.269982  0.255757         0
 22  Sn    0.269982  0.436213  0.505757         0
 23  Sn    0.730018  0.563787  0.005757         0
 24  Sn    0.092869  0.804574  0.226302         0
 25  Sn    0.907131  0.195426  0.726302         0
 26  Sn    0.195426  0.092869  0.976302         0
 27  Sn    0.804574  0.907131  0.476302         0
 28  Sn    0.936874  0.629312  0.451576        -0
 29  Sn    0.063126  0.370688  0.951576        -0
 30  Sn    0.370688  0.936874  0.201576        -0
 31  Sn    0.629312  0.063126  0.701576        -0
 32  Sn    0.073066  0.875346  0.812088         0
 33  Sn    0.926934  0.124654  0.312088         0
 34  Sn    0.124654  0.073066  0.562088         0
 35  Sn    0.875346  0.926934  0.062088         0
 36  Sn    0.438639  0.64264   0.193863         0
 37  Sn    0.561361  0.35736   0.693863         0
 38  Sn    0.35736   0.438639  0.943863         0
 39  Sn    0.64264   0.561361  0.443863         0
 40  S     0.004329  0.506799  0.348862        -0
 41  S     0.995671  0.493201  0.848862        -0
 42  S     0.493201  0.004329  0.098862        -0
 43  S     0.506799  0.995671  0.598862        -0
 44  S     0.943356  0.569281  0.62096         -0
 45  S     0.056644  0.430719  0.12096         -0
 46  S     0.430719  0.943356  0.37096         -0
 47  S     0.569281  0.056644  0.87096         -0
 48  S     0.114588  0.69832   0.091421        -0
 49  S     0.885412  0.30168   0.591421        -0
 50  S     0.30168   0.114588  0.841421        -0
 51  S     0.69832   0.885412  0.341421        -0
 52  S     0.083738  0.719717  0.385536        -0
 53  S     0.916262  0.280283  0.885536        -0
 54  S     0.280283  0.083738  0.135536        -0
 55  S     0.719717  0.916262  0.635536        -0
 56  S     0.941406  0.875611  0.22424          0
 57  S     0.058594  0.124389  0.72424          0
 58  S     0.124389  0.941406  0.97424          0
 59  S     0.875611  0.058594  0.47424          0
 60  S     0.243691  0.591112  0.555914        -0
 61  S     0.756309  0.408888  0.055914        -0
 62  S     0.408888  0.243691  0.305914        -0
 63  S     0.591112  0.756309  0.805914        -0
 64  S     0.362074  0.85129   0.859752        -0
 65  S     0.637926  0.14871   0.359752        -0
 66  S     0.14871   0.362074  0.609752        -0
 67  S     0.85129   0.637926  0.109752        -0
 68  S     0.388972  0.797362  0.595057        -0
 69  S     0.611028  0.202638  0.095057        -0
 70  S     0.202638  0.388972  0.345057        -0
 71  S     0.797362  0.611028  0.845057        -0
 72  S     0.354462  0.590187  0.809612        -0
 73  S     0.645538  0.409813  0.309612        -0
 74  S     0.409813  0.354462  0.559612        -0
 75  S     0.590187  0.645538  0.059612        -0
 76  S     0.116796  0.716825  0.815614        -0
 77  S     0.883204  0.283175  0.315614        -0
 78  S     0.283175  0.116796  0.565614        -0
 79  S     0.716825  0.883204  0.065614        -0
 80  S     0.893171  0.780918  0.544568         0
 81  S     0.106829  0.219082  0.044568         0
 82  S     0.219082  0.893171  0.294568         0
 83  S     0.780918  0.106829  0.794568         0
 84  S     0.140912  0.911615  0.636384         0
 85  S     0.859088  0.088385  0.136384         0
 86  S     0.088385  0.140912  0.386384         0
 87  S     0.911615  0.859088  0.886384         0
 88  S     0.403914  0.788947  0.104634        -0
 89  S     0.596086  0.211053  0.604634        -0
 90  S     0.211053  0.403914  0.854634        -0
 91  S     0.788947  0.596086  0.354634        -0
 92  S     0.557767  0.675964  0.327767        -0
 93  S     0.442233  0.324036  0.827767        -0
 94  S     0.324036  0.557767  0.077767        -0
 95  S     0.675964  0.442233  0.577767        -0
 96  S     0.32604   0.615963  0.324718        -0
 97  S     0.67396   0.384037  0.824718        -0
 98  S     0.384037  0.32604   0.074718        -0
 99  S     0.615963  0.67396   0.574718        -0",0.2654000000000001,GGA Static,True,['Sn'],['S'],28,0,True,,['Ca'],{'Ca': 6.0},True,Ca,Sn,S,2.0,4.0,-2.0,,4.4,3.466666666666667,6.0,1.0,shannon_exact_cn,0.55,shannon_exact_cn,1.84,shannon_fallback_cn
mp-989638,CaTcN3,Ca1 Tc1 N3,"Full Formula (Ca2 Tc2 N6)
Reduced Formula: CaTcN3
abc   :   3.638906   6.367023   6.437674
angles: 105.071133  90.000001 106.604411
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.379936  0.759871  0.672398
  1  Ca    0.620064  0.240129  0.327602
  2  Tc    0.154759  0.309519  0.849545
  3  Tc    0.845241  0.690481  0.150455
  4  N     0.156316  0.31263   0.581223
  5  N     0.679648  0.359296  0.991137
  6  N     0.998091  0.996182  0.098579
  7  N     0.843684  0.68737   0.418777
  8  N     0.001909  0.003818  0.901421
  9  N     0.320352  0.640704  0.008863",0.4740000000000002,GGA Static,True,['Tc'],['N'],4,0,True,,['Ca'],{'Ca': 6.0},True,Ca,Tc,N,2.0,7.0,-3.0,,5.0,4.0,6.0,1.0,shannon_exact_cn,0.56,shannon_fallback_cn,1.46,shannon_exact_cn
mp-998432,CaTcO3,Ca1 Tc1 O3,"Full Formula (Ca1 Tc1 O3)
Reduced Formula: CaTcO3
abc   :   3.927183   3.938709   3.948519
angles:  89.759160  89.875275  89.964745
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.002847  0.001653  0.004918     0
  1  Tc    0.499722  0.513201  0.501788     0.017
  2  O     0.999539  0.516587  0.502956     0.001
  3  O     0.497651  0.013713  0.498733     0.001
  4  O     0.500239  0.514844  0.001604     0.002",0.0,GGA Static,True,['Tc'],['O'],1,0,False,,['Ca'],{'Ca': 12.0},True,Ca,Tc,O,2.0,4.0,-2.0,,6.0,6.0,12.0,1.34,shannon_exact_cn,0.645,shannon_exact_cn,1.4,shannon_exact_cn
mp-998525,CaTcO3,Ca1 Tc1 O3,"Full Formula (Ca1 Tc1 O3)
Reduced Formula: CaTcO3
abc   :   3.937865   3.937865   3.938710
angles:  89.861675  89.861675  89.875284
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.995082  0.995082  0.998347     0
  1  Tc    0.49821   0.49821   0.486799     0.026
  2  O     0.497044  0.99839   0.483413     0.001
  3  O     0.500773  0.500773  0.986287     0.002
  4  O     0.99839   0.497044  0.483413     0.003",0.0,GGA Static,True,['Tc'],['O'],1,0,False,,['Ca'],{'Ca': 12.0},True,Ca,Tc,O,2.0,4.0,-2.0,,6.0,6.0,12.0,1.34,shannon_exact_cn,0.645,shannon_exact_cn,1.4,shannon_exact_cn
mp-998543,CaTcO3,Ca1 Tc1 O3,"Full Formula (Ca2 Tc2 O6)
Reduced Formula: CaTcO3
abc   :   5.499367   5.499367   5.499367
angles:  60.724985  60.724985  60.724990
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.735018  0.735018  0.735018     0.01
  1  Ca    0.235018  0.235018  0.235018     0.01
  2  Tc    0.995018  0.995018  0.995018     1.18
  3  Tc    0.495018  0.495018  0.495018     1.173
  4  O     0.327683  0.750061  0.163727     0.082
  5  O     0.750061  0.163727  0.327683     0.073
  6  O     0.163727  0.327683  0.750061     0.088
  7  O     0.250061  0.827683  0.663727     0.073
  8  O     0.663727  0.250061  0.827683     0.082
  9  O     0.827683  0.663727  0.250061     0.089",0.0,GGA Static,True,['Tc'],['O'],2,0,False,,['Ca'],{'Ca': 9.0},True,Ca,Tc,O,2.0,4.0,-2.0,,6.0,5.0,9.0,1.18,shannon_exact_cn,0.645,shannon_exact_cn,1.4,shannon_fallback_cn
mp-1188853,CaTcO3,Ca1 Tc1 O3,"Full Formula (Ca4 Tc4 O12)
Reduced Formula: CaTcO3
abc   :   5.420169   5.594450   7.744895
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  Ca     0.01391    0.443846   0.25         0.007
  1  Ca     0.48609    0.943846   0.25         0.007
  2  Ca     0.98609    0.556154   0.75         0.007
  3  Ca     0.51391    0.056154   0.75         0.007
  4  Tc     0.5        0.5       -0            2.427
  5  Tc    -0         -0          0.5          2.427
  6  Tc     0.5        0.5        0.5          2.427
  7  Tc    -0         -0         -0            2.427
  8  O      0.902571   0.032014   0.25         0.132
  9  O      0.597429   0.532014   0.25         0.132
 10  O      0.097429   0.967986   0.75         0.132
 11  O      0.402571   0.467987   0.75         0.132
 12  O      0.198522   0.701877   0.050405     0.138
 13  O      0.301478   0.201877   0.449595     0.138
 14  O      0.801478   0.298123   0.550405     0.138
 15  O      0.698522   0.798123   0.949595     0.138
 16  O      0.801478   0.298123   0.949595     0.138
 17  O      0.698522   0.798123   0.550405     0.138
 18  O      0.198522   0.701877   0.449595     0.138
 19  O      0.301478   0.201877   0.050405     0.138",0.0,GGA Static,True,['Tc'],['O'],4,0,False,,['Ca'],{'Ca': 8.0},True,Ca,Tc,O,2.0,4.0,-2.0,,6.0,4.666666666666667,8.0,1.12,shannon_exact_cn,0.645,shannon_exact_cn,1.4,shannon_fallback_cn
mp-1366217,CaTeO3,Ca1 Te1 O3,"Full Formula (Ca20 Te20 O60)
Reduced Formula: CaTeO3
abc   :  12.114144  12.114144  11.073938
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (100)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ca    0.227028  0.244016  0.274428        -0
  1  Ca    0.037905  0.344795  0.013235         0
  2  Ca    0.740756  0.266922  0.039136         0
  3  Ca    0.755984  0.227028  0.524428        -0
  4  Ca    0.433316  0.162711  0.516993         0
  5  Ca    0.344795  0.962095  0.763235         0
  6  Ca    0.162711  0.566684  0.266993         0
  7  Ca    0.864163  0.461736  0.267177        -0
  8  Ca    0.962095  0.655205  0.513235         0
  9  Ca    0.461736  0.135837  0.017177        -0
 10  Ca    0.655205  0.037905  0.263235         0
 11  Ca    0.772972  0.755984  0.774428        -0
 12  Ca    0.135837  0.538264  0.767177        -0
 13  Ca    0.266922  0.259244  0.789136         0
 14  Ca    0.837289  0.433316  0.766993         0
 15  Ca    0.259244  0.733078  0.539136         0
 16  Ca    0.244016  0.772972  0.024428        -0
 17  Ca    0.733078  0.740756  0.289136         0
 18  Ca    0.566684  0.837289  0.016993         0
 19  Ca    0.538264  0.864163  0.517177        -0
 20  Te    0.007885  0.383238  0.509247         0
 21  Te    0.554444  0.312671  0.266521        -0
 22  Te    0.616762  0.007885  0.759247         0
 23  Te    0.15628   0.057741  0.995434         0
 24  Te    0.558575  0.342386  0.79262         -0
 25  Te    0.936595  0.16805   0.791616         0
 26  Te    0.057741  0.84372   0.745434         0
 27  Te    0.445556  0.687329  0.766521        -0
 28  Te    0.687329  0.554444  0.516521        -0
 29  Te    0.992115  0.616762  0.009247         0
 30  Te    0.16805   0.063405  0.541616         0
 31  Te    0.063405  0.83195   0.291616         0
 32  Te    0.441425  0.657614  0.29262         -0
 33  Te    0.342386  0.441425  0.54262         -0
 34  Te    0.84372   0.942259  0.495434         0
 35  Te    0.83195   0.936595  0.041616         0
 36  Te    0.312671  0.445556  0.016521        -0
 37  Te    0.942259  0.15628   0.245434         0
 38  Te    0.383238  0.992115  0.259247         0
 39  Te    0.657614  0.558575  0.04262         -0
 40  O     0.243679  0.410072  0.162748         0
 41  O     0.505256  0.028533  0.640559        -0
 42  O     0.028533  0.494744  0.390559        -0
 43  O     0.509616  0.984331  0.882278        -0
 44  O     0.816458  0.134808  0.343728         0
 45  O     0.44816   0.272239  0.700752        -0
 46  O     0.410072  0.756321  0.912748         0
 47  O     0.80172   0.597198  0.4123           0
 48  O     0.096907  0.712313  0.664969        -0
 49  O     0.015669  0.509616  0.132278        -0
 50  O     0.19828   0.402802  0.9123           0
 51  O     0.589928  0.243679  0.412748         0
 52  O     0.882335  0.273804  0.898929         0
 53  O     0.134808  0.183542  0.093728         0
 54  O     0.903093  0.287687  0.164969        -0
 55  O     0.778604  0.043516  0.600896         0
 56  O     0.984331  0.490384  0.632278        -0
 57  O     0.140587  0.629096  0.960117        -0
 58  O     0.333222  0.321155  0.436531        -0
 59  O     0.254413  0.090871  0.407059         0
 60  O     0.605234  0.680719  0.48201          0
 61  O     0.090871  0.745587  0.157059         0
 62  O     0.394766  0.319281  0.98201          0
 63  O     0.909129  0.254413  0.657059         0
 64  O     0.859413  0.370904  0.460117        -0
 65  O     0.226294  0.400749  0.644211        -0
 66  O     0.678845  0.333222  0.686531        -0
 67  O     0.773706  0.599251  0.144211        -0
 68  O     0.490384  0.015669  0.382278        -0
 69  O     0.402802  0.80172   0.6623           0
 70  O     0.597198  0.19828   0.1623           0
 71  O     0.272239  0.55184   0.450752        -0
 72  O     0.494744  0.971467  0.140559        -0
 73  O     0.183542  0.865192  0.843728         0
 74  O     0.756321  0.589928  0.662748         0
 75  O     0.917059  0.79383   0.320929        -0
 76  O     0.971467  0.505256  0.890559        -0
 77  O     0.20617   0.917059  0.570929        -0
 78  O     0.865192  0.816458  0.593728         0
 79  O     0.599251  0.226294  0.894211        -0
 80  O     0.712313  0.903093  0.414969        -0
 81  O     0.273804  0.117665  0.648929         0
 82  O     0.666778  0.678845  0.936531        -0
 83  O     0.79383   0.082941  0.070929        -0
 84  O     0.287687  0.096907  0.914969        -0
 85  O     0.55184   0.727761  0.200752        -0
 86  O     0.221396  0.956484  0.100896         0
 87  O     0.745587  0.909129  0.907059         0
 88  O     0.043516  0.221396  0.350896         0
 89  O     0.956484  0.778604  0.850896         0
 90  O     0.319281  0.605234  0.73201          0
 91  O     0.117665  0.726196  0.398929         0
 92  O     0.321155  0.666778  0.186531        -0
 93  O     0.400749  0.773706  0.394211        -0
 94  O     0.680719  0.394766  0.23201          0
 95  O     0.082941  0.20617   0.820929        -0
 96  O     0.629096  0.859413  0.710117        -0
 97  O     0.726196  0.882335  0.148929         0
 98  O     0.727761  0.44816   0.950752        -0
 99  O     0.370904  0.140587  0.210117        -0",3.2669,PBEsol Static,True,['Te'],['O'],24,0,True,,['Ca'],{'Ca': 6.8},True,Ca,Te,O,2.0,4.0,-2.0,,3.4,3.3333333333333335,6.8,1.06,shannon_exact_cn,0.52,shannon_exact_cn,1.36,shannon_exact_cn
mp-3442,CaTiO3,Ca1 Ti1 O3,"Full Formula (Ca2 Ti2 O6)
Reduced Formula: CaTiO3
abc   :   5.441143   5.441143   5.441143
angles: 120.845491 120.845491  88.541701
pbc   :       True       True       True
Sites (10)
  #  SP           a          b          c    magmom
---  ----  --------  ---------  ---------  --------
  0  Ca    0.25       0.75       0.5             -0
  1  Ca    0.75       0.25       0.5             -0
  2  Ti    0.5        0.5       -0               -0
  3  Ti    0         -0         -0               -0
  4  O     0.808697   0.308697   0.117394         0
  5  O     0.308697   0.191303   0.5              0
  6  O     0.691303   0.808697   0.5              0
  7  O     0.191303   0.691303   0.882606         0
  8  O     0.75       0.75      -0               -0
  9  O     0.25       0.25      -0               -0",2.2416999999999994,GGA Static,True,['Ti'],['O'],2,0,False,,['Ca'],{'Ca': 8.0},True,Ca,Ti,O,2.0,4.0,-2.0,,6.0,4.666666666666667,8.0,1.12,shannon_exact_cn,0.605,shannon_exact_cn,1.4,shannon_fallback_cn
mp-4019,CaTiO3,Ca1 Ti1 O3,"Full Formula (Ca4 Ti4 O12)
Reduced Formula: CaTiO3
abc   :   5.372049   5.462796   7.636360
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Ca    0.509067  0.542398   0.75
  1  Ca    0.490933  0.457602   0.25
  2  Ca    0.990933  0.042398   0.75
  3  Ca    0.009067  0.957602   0.25
  4  Ti    0         0.5        0.5
  5  Ti    0         0.5       -0
  6  Ti    0.5       0          0.5
  7  Ti    0.5       0         -0
  8  O     0.076781  0.481328   0.75
  9  O     0.923219  0.518672   0.25
 10  O     0.423219  0.981328   0.75
 11  O     0.576781  0.018672   0.25
 12  O     0.790294  0.789614   0.959841
 13  O     0.209706  0.210386   0.459841
 14  O     0.209706  0.210386   0.040159
 15  O     0.790294  0.789614   0.540159
 16  O     0.709706  0.289614   0.959841
 17  O     0.290294  0.710386   0.459841
 18  O     0.290294  0.710386   0.040159
 19  O     0.709706  0.289614   0.540159",2.3053,GGA Static,True,['Ti'],['O'],4,0,False,,['Ca'],{'Ca': 8.0},True,Ca,Ti,O,2.0,4.0,-2.0,,6.0,4.666666666666667,8.0,1.12,shannon_exact_cn,0.605,shannon_exact_cn,1.4,shannon_fallback_cn
