material_id,formula,composition,structure,band_gap,functional
mp-757501,BaMnO3,Ba1 Mn1 O3,"Full Formula (Ba6 Mn6 O18)
Reduced Formula: BaMnO3
abc   :   5.691210   5.691211  14.053766
angles:  90.000001  89.999999 120.000051
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Ba     0.333334   0.666666  0.167382     0
  1  Ba     0.333332   0.666668  0.5          0.003
  2  Ba     0.333334   0.666666  0.832618     0
  3  Ba     0         -0         0            0.008
  4  Ba     0.666667   0.333333  0.663255     0.005
  5  Ba     0.666667   0.333333  0.336745     0.005
  6  Mn    -0          0         0.234972     2.803
  7  Mn    -0          0         0.412044     2.793
  8  Mn    -0          0         0.587956     2.793
  9  Mn    -0          0         0.765028     2.803
 10  Mn     0.666667   0.333333  0.909704     2.827
 11  Mn     0.666667   0.333333  0.090296     2.827
 12  O      0.954917   0.477456  0           -0.046
 13  O      0.146653   0.853348  0.326091    -0.001
 14  O      0.146653   0.853348  0.673909    -0.001
 15  O      0.146652   0.293305  0.326091    -0.001
 16  O      0.146652   0.293305  0.673909    -0.001
 17  O      0.706695   0.853348  0.326091    -0.001
 18  O      0.706695   0.853348  0.673909    -0.001
 19  O      0.522544   0.477458  0           -0.046
 20  O      0.296396   0.148198  0.5          0.027
 21  O      0.334282   0.167142  0.164658     0.11
 22  O      0.334282   0.167142  0.835342     0.11
 23  O      0.522542   0.045083  0           -0.046
 24  O      0.832859   0.665718  0.164658     0.11
 25  O      0.851802   0.703604  0.5          0.027
 26  O      0.832859   0.665718  0.835342     0.11
 27  O      0.851802   0.148198  0.5          0.027
 28  O      0.832858   0.167141  0.164658     0.11
 29  O      0.832858   0.167141  0.835342     0.11",0.8081,GGA+U Static
mp-1016852,BaMnO3,Ba1 Mn1 O3,"Full Formula (Ba1 Mn1 O3)
Reduced Formula: BaMnO3
abc   :   4.033313   4.033313   4.033313
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0.5  0.5  0.5     0.011
  1  Mn    0    0    0       3.643
  2  O     0.5  0    0      -0.216
  3  O     0    0.5  0      -0.216
  4  O     0    0    0.5    -0.216",0.0,GGA+U Static
mp-1205336,BaMnO3,Ba1 Mn1 O3,"Full Formula (Ba4 Mn4 O12)
Reduced Formula: BaMnO3
abc   :   4.881905   5.722083   9.909150
angles:  90.000176  90.000247  90.000006
pbc   :       True       True       True
Sites (20)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Ba    0.268171   1e-06     0.333332
  1  Ba    0.268173   0.500002  0.833332
  2  Ba    0.76817    0.499999  0.166669
  3  Ba    0.76817    0.999999  0.666668
  4  Mn    0.533772   0.5       0.500012
  5  Mn    0.033786   0         0.999988
  6  Mn    0.53376   -0         7e-06
  7  Mn    0.033755   0.5       0.499988
  8  O     0.283981   0.499998  0.352262
  9  O     0.283982   0.999998  0.852263
 10  O     0.28404    0.778457  0.073843
 11  O     0.28404    0.278455  0.573843
 12  O     0.284041   0.221543  0.073843
 13  O     0.284041   0.721545  0.573844
 14  O     0.783981   2e-06     0.147739
 15  O     0.783981   0.500002  0.647738
 16  O     0.784041   0.721544  0.426158
 17  O     0.78404    0.221546  0.926157
 18  O     0.784042   0.278456  0.426157
 19  O     0.784041   0.778455  0.926155",1.8948,GGA+U Static
mp-19322,BaMoO3,Ba1 Mo1 O3,"Full Formula (Ba1 Mo1 O3)
Reduced Formula: BaMoO3
abc   :   4.048399   4.048399   4.048399
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ba     0.5   0.5   0.5
  1  Mo     0     0     0
  2  O     -0     0.5  -0
  3  O      0    -0     0.5
  4  O      0.5  -0    -0",0.0,GGA+U Static
mp-569812,BaN3Cl,Ba1 N3 Cl1,"Full Formula (Ba2 N6 Cl2)
Reduced Formula: BaN3Cl
abc   :   4.540432   5.627127   7.862347
angles: 101.659317  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Ba    0.25  0.316978  0.237014
  1  Ba    0.75  0.683022  0.762986
  2  N     0.75  0.640371  0.378665
  3  N     0.25  0.948117  0.643791
  4  N     0.75  0.847082  0.366549
  5  N     0.75  0.051883  0.356209
  6  N     0.25  0.152918  0.633451
  7  N     0.25  0.359629  0.621335
  8  Cl    0.25  0.762916  0.053545
  9  Cl    0.75  0.237084  0.946455",4.0786999999999995,GGA Static
mp-3020,BaNbO3,Ba1 Nb1 O3,"Full Formula (Ba1 Nb1 O3)
Reduced Formula: BaNbO3
abc   :   4.133573   4.133573   4.133573
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a    b    c
---  ----  ----  ---  ---
  0  Ba    -0    0    0
  1  Nb     0.5  0.5  0.5
  2  O      0.5  0    0.5
  3  O      0.5  0.5  0
  4  O      0    0.5  0.5",0.0,GGA Static
mp-35143,BaNbS3,Ba1 Nb1 S3,"Full Formula (Ba2 Nb2 S6)
Reduced Formula: BaNbS3
abc   :   6.952656   6.952655   5.735827
angles:  90.000000  90.000000 119.999989
pbc   :       True       True       True
Sites (10)
  #  SP            a          b     c
---  ----  ---------  ---------  ----
  0  Ba     0.666667   0.333333  0.25
  1  Ba     0.333333   0.666667  0.75
  2  Nb    -0         -0         0
  3  Nb    -0         -0         0.5
  4  S      0.829627   0.170373  0.75
  5  S      0.659255   0.829627  0.25
  6  S      0.170373   0.340745  0.25
  7  S      0.829627   0.659255  0.75
  8  S      0.340745   0.170373  0.75
  9  S      0.170373   0.829627  0.25",0.0,GGA Static
mp-754307,BaNdO3,Ba1 Nd1 O3,"Full Formula (Ba2 Nd2 O6)
Reduced Formula: BaNdO3
abc   :   6.373498   6.373498   6.373498
angles:  61.042802  61.042802  61.042792
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.75      0.75      0.75        -0.007
  1  Ba    0.25      0.25      0.25        -0.007
  2  Nd    0         0         0            0.016
  3  Nd    0.5       0.5       0.5          0.016
  4  O     0.834298  0.25      0.665702     0.277
  5  O     0.665702  0.834298  0.25         0.277
  6  O     0.75      0.334298  0.165702     0.277
  7  O     0.25      0.665702  0.834298     0.277
  8  O     0.334298  0.165702  0.75         0.277
  9  O     0.165702  0.75      0.334298     0.277",0.0,GGA Static
mp-755877,BaNdO3,Ba1 Nd1 O3,"Full Formula (Ba1 Nd1 O3)
Reduced Formula: BaNdO3
abc   :   4.556776   4.556776   4.556776
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0      -0.01
  1  Nd    0.5  0.5  0.5     0.052
  2  O     0    0.5  0.5     0.275
  3  O     0.5  0    0.5     0.275
  4  O     0.5  0.5  0       0.275",0.0,GGA Static
mp-1096852,BaNiCl3,Ba1 Ni1 Cl3,"Full Formula (Ba2 Ni2 Cl6)
Reduced Formula: BaNiCl3
abc   :   6.942747   6.942747   5.490497
angles:  90.000000  90.000000 120.000005
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.666667  0.333333  0.748148    -0.002
  1  Ba    0.333333  0.666667  0.248148    -0.002
  2  Ni    0         0         0.488618     0.865
  3  Ni    0         0         0.988618     0.881
  4  Cl    0.827878  0.172122  0.238579     0.045
  5  Cl    0.655756  0.827878  0.738579     0.027
  6  Cl    0.172122  0.344244  0.738579     0.04
  7  Cl    0.827878  0.655756  0.238579     0.04
  8  Cl    0.172122  0.827878  0.738579     0.045
  9  Cl    0.344244  0.172122  0.238579     0.027",0.0,GGA Static
mp-19138,BaNiO3,Ba1 Ni1 O3,"Full Formula (Ba2 Ni2 O6)
Reduced Formula: BaNiO3
abc   :   5.676584   5.676584   4.782016
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (10)
  #  SP            a          b      c
---  ----  ---------  ---------  -----
  0  Ba     0.666667   0.333333   0.25
  1  Ba     0.333333   0.666667   0.75
  2  Ni    -0         -0          0.5
  3  Ni    -0         -0         -0
  4  O      0.853442   0.706884   0.75
  5  O      0.146558   0.853442   0.25
  6  O      0.706884   0.853442   0.25
  7  O      0.293116   0.146558   0.75
  8  O      0.146558   0.293116   0.25
  9  O      0.853442   0.146558   0.75",1.5107000000000004,GGA+U Static
mp-19241,BaNiO3,Ba1 Ni1 O3,"Full Formula (Ba2 Ni2 O6)
Reduced Formula: BaNiO3
abc   :   5.677532   5.677531   4.783311
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (10)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Ba    0.666667   0.333334  0.749276
  1  Ba    0.333333   0.666666  0.249275
  2  Ni    0         -0         0.488427
  3  Ni    0         -0         0.988428
  4  O     0.853476   0.146524  0.238266
  5  O     0.706954   0.853477  0.738265
  6  O     0.146524   0.293046  0.738265
  7  O     0.853475   0.706952  0.238266
  8  O     0.146524   0.853477  0.738265
  9  O     0.293046   0.146524  0.238266",1.5157000000000003,GGA+U Static
mp-1120765,BaNiO3,Ba1 Ni1 O3,"Full Formula (Ba1 Ni1 O3)
Reduced Formula: BaNiO3
abc   :   4.030684   4.030684   4.030684
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0       0.008
  1  Ni    0.5  0.5  0.5     1.528
  2  O     0    0.5  0.5    -0.442
  3  O     0.5  0    0.5    -0.442
  4  O     0.5  0.5  0      -0.442",0.0,GGA+U Static
mp-11879,BaNiSn3,Ba1 Ni1 Sn3,"Full Formula (Ba1 Ni1 Sn3)
Reduced Formula: BaNiSn3
abc   :   6.481814   6.481814   6.481814
angles: 136.174243 136.174243  63.711067
pbc   :       True       True       True
Sites (5)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Ba    0.000981  0.000981  -0
  1  Ni    0.659819  0.659819  -0
  2  Sn    0.250091  0.750091   0.5
  3  Sn    0.427318  0.427318  -0
  4  Sn    0.750091  0.250091   0.5",0.0,GGA Static
mp-8558,BaNpO3,Ba1 Np1 O3,"Full Formula (Ba1 Np1 O3)
Reduced Formula: BaNpO3
abc   :   4.407708   4.407688   4.407708
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ba     0.5   0.5   0.5
  1  Np    -0    -0    -0
  2  O      0     0.5   0
  3  O      0     0     0.5
  4  O      0.5   0     0",0.0,GGA Static
mp-781625,BaOsO3,Ba1 Os1 O3,"Full Formula (Ba1 Os1 O3)
Reduced Formula: BaOsO3
abc   :   4.064230   4.064230   4.064230
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0       0.004
  1  Os    0.5  0.5  0.5     0.714
  2  O     0    0.5  0.5     0.094
  3  O     0.5  0    0.5     0.094
  4  O     0.5  0.5  0       0.094",0.0,GGA Static
mp-11006,BaPS3,Ba1 P1 S3,"Full Formula (Ba4 P4 S12)
Reduced Formula: BaPS3
abc   :   7.830007   6.805429  11.996807
angles:  56.648220  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.900494  0.702488  0.753572        -0
  1  Ba    0.400494  0.297512  0.746428        -0
  2  Ba    0.099506  0.297512  0.246428        -0
  3  Ba    0.599506  0.702488  0.253572        -0
  4  P     0.89068   0.387142  0.562097        -0
  5  P     0.39068   0.612858  0.937903        -0
  6  P     0.10932   0.612858  0.437903        -0
  7  P     0.60932   0.387142  0.062097        -0
  8  S     0.519533  0.181267  0.249738        -0
  9  S     0.019533  0.818733  0.250262        -0
 10  S     0.480467  0.818733  0.750262        -0
 11  S     0.980467  0.181267  0.749738        -0
 12  S     0.690025  0.215372  0.977937         0
 13  S     0.190025  0.784628  0.522063         0
 14  S     0.309975  0.784628  0.022063         0
 15  S     0.809975  0.215372  0.477937         0
 16  S     0.788274  0.618555  0.043434         0
 17  S     0.288274  0.381445  0.456566         0
 18  S     0.211726  0.381445  0.956566         0
 19  S     0.711726  0.618555  0.543434         0",3.1164000000000005,GGA Static
mp-11008,BaPSe3,Ba1 P1 Se3,"Full Formula (Ba4 P4 Se12)
Reduced Formula: BaPSe3
abc   :   7.109939   8.008246  10.443696
angles:  90.000000  90.943460  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.540746  0.906456  0.248709
  1  Ba    0.959254  0.406456  0.251291
  2  Ba    0.459254  0.093544  0.751291
  3  Ba    0.040746  0.593544  0.748709
  4  P     0.045393  0.890806  0.440128
  5  P     0.454607  0.390806  0.059872
  6  P     0.954607  0.109194  0.559872
  7  P     0.545393  0.609194  0.940128
  8  Se    0.568524  0.515488  0.745092
  9  Se    0.931476  0.015488  0.754908
 10  Se    0.431476  0.484512  0.254908
 11  Se    0.068524  0.984512  0.245092
 12  Se    0.808364  0.701791  0.025797
 13  Se    0.691636  0.201791  0.474203
 14  Se    0.191636  0.298209  0.974203
 15  Se    0.308364  0.798209  0.525797
 16  Se    0.321845  0.794135  0.961051
 17  Se    0.178155  0.294135  0.538949
 18  Se    0.678155  0.205865  0.038949
 19  Se    0.821845  0.705865  0.461051",2.1651000000000002,GGA Static
mp-8557,BaPaO3,Ba1 Pa1 O3,"Full Formula (Ba1 Pa1 O3)
Reduced Formula: BaPaO3
abc   :   4.493817   4.493855   4.493834
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ba     0.5   0.5   0.5
  1  Pa    -0     0     0
  2  O      0     0.5   0
  3  O      0     0     0.5
  4  O      0.5  -0    -0",0.0,GGA Static
mp-20461,BaPbO3,Ba1 Pb1 O3,"Full Formula (Ba2 Pb2 O6)
Reduced Formula: BaPbO3
abc   :   6.150366   6.150366   6.131108
angles:  60.233741  60.233741  89.750355
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.256494  0.256494  0.994583         0
  1  Ba    0.743506  0.743506  0.005417         0
  2  Pb    0.5       0         0.5             -0
  3  Pb    0         0.5       0.5             -0
  4  O     0.81957   0.81957   0.43897          0
  5  O     0.18043   0.18043   0.56103          0
  6  O     0.28757   0.71243   0                0
  7  O     0.71243   0.28757   0                0
  8  O     0.293127  0.706873  0.5              0
  9  O     0.706873  0.293127  0.5              0",0.19340000000000002,GGA Static
mp-20991,BaPbO3,Ba1 Pb1 O3,"Full Formula (Ba2 Pb2 O6)
Reduced Formula: BaPbO3
abc   :   6.038436   6.038436   6.103860
angles: 119.646064 119.646062  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP            a          b     c
---  ----  ---------  ---------  ----
  0  Ba     0.25       0.75       0.5
  1  Ba     0.75       0.25       0.5
  2  Pb     0.5        0.5       -0
  3  Pb    -0         -0         -0
  4  O      0.703609   0.203609   0
  5  O      0.796391   0.703609  -0
  6  O      0.203609   0.296391   0
  7  O      0.296391   0.796391  -0
  8  O      0.25       0.25       0.5
  9  O      0.75       0.75       0.5",0.02729999999999988,GGA Static
mp-21280,BaPbO3,Ba1 Pb1 O3,"Full Formula (Ba1 Pb1 O3)
Reduced Formula: BaPbO3
abc   :   4.362221   4.362221   4.362221
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0.5  0.5  0.5        -0
  1  Pb    0    0    0          -0
  2  O     0    0.5  0          -0
  3  O     0    0    0.5        -0
  4  O     0.5  0    0          -0",0.0,GGA Static
mp-22230,BaPbO3,Ba1 Pb1 O3,"Full Formula (Ba2 Pb2 O6)
Reduced Formula: BaPbO3
abc   :   6.076817   6.076817   6.076817
angles: 120.179717 119.320859  90.434658
pbc   :       True       True       True
Sites (10)
  #  SP            a          b          c
---  ----  ---------  ---------  ---------
  0  Ba     0.753738   0.75       0.003738
  1  Ba     0.246262   0.25       0.996262
  2  Pb     0.5       -0          0.5
  3  Pb    -0          0.5        0.5
  4  O      0.215683   0.715683  -0
  5  O      0.312288   0.75       0.562288
  6  O      0.687712   0.25       0.437712
  7  O      0.215683   0.215683   0.5
  8  O      0.784317   0.284317   0
  9  O      0.784317   0.784317   0.5",0.1992999999999996,GGA Static
mp-561598,BaPbO3,Ba1 Pb1 O3,"Full Formula (Ba1 Pb1 O3)
Reduced Formula: BaPbO3
abc   :   4.670138   4.670138   4.670138
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0           0
  1  Pb    0.5  0.5  0.5         0
  2  O     0.5  0    0          -0
  3  O     0    0    0.5         0
  4  O     0    0.5  0           0",0.0,GGA Static
mp-1178510,BaPdO3,Ba1 Pd1 O3,"Full Formula (Ba1 Pd1 O3)
Reduced Formula: BaPdO3
abc   :   4.128267   4.128267   4.128267
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0      -0.003
  1  Pd    0.5  0.5  0.5    -0.105
  2  O     0    0.5  0.5    -0.099
  3  O     0.5  0    0.5    -0.024
  4  O     0.5  0.5  0      -0.019",0.0,GGA Static
mp-4783,BaPrO3,Ba1 Pr1 O3,"Full Formula (Ba1 Pr1 O3)
Reduced Formula: BaPrO3
abc   :   4.590468   4.590468   4.590468
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0.5  0.5  0.5    -0.01
  1  Pr    0    0    0       0.056
  2  O     0    0.5  0       0.224
  3  O     0    0    0.5     0.513
  4  O     0.5  0    0       0.085",0.0,GGA Static
mp-6909,BaPrO3,Ba1 Pr1 O3,"Full Formula (Ba2 Pr2 O6)
Reduced Formula: BaPrO3
abc   :   6.453867   6.453867   6.453867
angles: 120.253219 119.905372  89.862976
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.230772  0.25      0.980772    -0.007
  1  Ba    0.769228  0.75      0.019228    -0.007
  2  Pr    0.5       0         0.5          0.02
  3  Pr    0         0.5       0.5          0.02
  4  O     0.810694  0.810694  0.5          0.259
  5  O     0.189306  0.689306  0            0.259
  6  O     0.189306  0.189306  0.5          0.259
  7  O     0.810694  0.310694  0            0.259
  8  O     0.35119   0.75      0.60119      0.305
  9  O     0.64881   0.25      0.39881      0.305",0.0,GGA Static
mp-6910,BaPrO3,Ba1 Pr1 O3,"Full Formula (Ba2 Pr2 O6)
Reduced Formula: BaPrO3
abc   :   6.409892   6.409892   6.409892
angles:  60.854998  60.855001  60.854998
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.75      0.75      0.75        -0.007
  1  Ba    0.25      0.25      0.25        -0.007
  2  Pr    0.5       0.5       0.5          0.022
  3  Pr    0         0         0            0.023
  4  O     0.75      0.336912  0.163088     0.317
  5  O     0.163088  0.75      0.336912     0.241
  6  O     0.336912  0.163088  0.75         0.266
  7  O     0.25      0.663088  0.836912     0.317
  8  O     0.663088  0.836912  0.25         0.266
  9  O     0.836912  0.25      0.663088     0.241",0.0,GGA Static
mp-22705,BaPrO3,Ba1 Pr1 O3,"Full Formula (Ba4 Pr4 O12)
Reduced Formula: BaPrO3
abc   :   6.410451   6.496936   9.107009
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.98411   0.036708  0.25        -0.006
  1  Ba    0.48411   0.463292  0.75        -0.006
  2  Ba    0.51589   0.536708  0.25        -0.006
  3  Ba    0.01589   0.963292  0.75        -0.006
  4  Pr    0.5       0         0            0.012
  5  Pr    0         0.5       0            0.012
  6  Pr    0         0.5       0.5          0.012
  7  Pr    0.5       0         0.5          0.012
  8  O     0.717468  0.282046  0.443954     0.271
  9  O     0.217468  0.217954  0.556046     0.271
 10  O     0.782532  0.782046  0.056046     0.271
 11  O     0.282532  0.717954  0.943954     0.271
 12  O     0.282532  0.717954  0.556046     0.271
 13  O     0.782532  0.782046  0.443954     0.271
 14  O     0.217468  0.217954  0.943954     0.271
 15  O     0.717468  0.282046  0.056046     0.271
 16  O     0.098917  0.463053  0.25         0.285
 17  O     0.598917  0.036947  0.75         0.285
 18  O     0.401083  0.963053  0.25         0.285
 19  O     0.901083  0.536947  0.75         0.285",0.0,GGA Static
mp-1183290,BaPtO3,Ba1 Pt1 O3,"Full Formula (Ba1 Pt1 O3)
Reduced Formula: BaPtO3
abc   :   4.138181   4.138181   4.138181
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ba    0    0    0          -0
  1  Pt    0.5  0.5  0.5         0
  2  O     0.5  0.5  0           0
  3  O     0.5  0    0.5         0
  4  O     0    0.5  0.5         0",0.0,GGA Static
mp-1214788,BaPtO3,Ba1 Pt1 O3,"Full Formula (Ba14 Pt14 O42)
Reduced Formula: BaPtO3
abc   :   5.865786   5.865786  34.996411
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (70)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0         0         0.893864         0
  1  Ba    0         0         0.106136         0
  2  Ba    0         0         0.393864         0
  3  Ba    0         0         0.606136         0
  4  Ba    0.666667  0.333333  0.818055         0
  5  Ba    0.333333  0.666667  0.181945         0
  6  Ba    0.333333  0.666667  0.318055         0
  7  Ba    0.666667  0.333333  0.681945         0
  8  Ba    0.666667  0.333333  0.25            -0
  9  Ba    0.333333  0.666667  0.75            -0
 10  Ba    0.666667  0.333333  0.958272         0
 11  Ba    0.333333  0.666667  0.041728         0
 12  Ba    0.333333  0.666667  0.458272         0
 13  Ba    0.666667  0.333333  0.541728         0
 14  Pt    0         0         0.790119        -0
 15  Pt    0         0         0.209881        -0
 16  Pt    0         0         0.290119        -0
 17  Pt    0         0         0.709881        -0
 18  Pt    0         0         0                0
 19  Pt    0         0         0.5              0
 20  Pt    0.666667  0.333333  0.436204         0
 21  Pt    0.333333  0.666667  0.563796         0
 22  Pt    0.333333  0.666667  0.936204         0
 23  Pt    0.666667  0.333333  0.063796         0
 24  Pt    0.666667  0.333333  0.356444        -0
 25  Pt    0.333333  0.666667  0.643556        -0
 26  Pt    0.333333  0.666667  0.856444        -0
 27  Pt    0.666667  0.333333  0.143556        -0
 28  O     0.820638  0.179362  0.317125         0
 29  O     0.179362  0.820638  0.682875         0
 30  O     0.358723  0.179362  0.317125         0
 31  O     0.179362  0.820638  0.817125         0
 32  O     0.641277  0.820638  0.682875         0
 33  O     0.820638  0.179362  0.182875         0
 34  O     0.820638  0.641277  0.317125         0
 35  O     0.641277  0.820638  0.817125         0
 36  O     0.179362  0.358723  0.682875         0
 37  O     0.358723  0.179362  0.182875         0
 38  O     0.179362  0.358723  0.817125         0
 39  O     0.820638  0.641277  0.182875         0
 40  O     0.852064  0.147936  0.75             0
 41  O     0.147936  0.852064  0.25             0
 42  O     0.295871  0.147936  0.75             0
 43  O     0.704129  0.852064  0.25             0
 44  O     0.852064  0.704129  0.75             0
 45  O     0.147936  0.295871  0.25             0
 46  O     0.483142  0.516858  0.895604        -0
 47  O     0.516858  0.483142  0.104396        -0
 48  O     0.033716  0.516858  0.895604        -0
 49  O     0.516858  0.483142  0.395604        -0
 50  O     0.966284  0.483142  0.104396        -0
 51  O     0.483142  0.516858  0.604396        -0
 52  O     0.483142  0.966284  0.895604        -0
 53  O     0.966284  0.483142  0.395604        -0
 54  O     0.516858  0.033716  0.104396        -0
 55  O     0.033716  0.516858  0.604396        -0
 56  O     0.516858  0.033716  0.395604        -0
 57  O     0.483142  0.966284  0.604396        -0
 58  O     0.848989  0.151011  0.460486        -0
 59  O     0.151011  0.848989  0.539514        -0
 60  O     0.302021  0.151011  0.460486        -0
 61  O     0.151011  0.848989  0.960486        -0
 62  O     0.697979  0.848989  0.539514        -0
 63  O     0.848989  0.151011  0.039514        -0
 64  O     0.848989  0.697979  0.460486        -0
 65  O     0.697979  0.848989  0.960486        -0
 66  O     0.151011  0.302021  0.539514        -0
 67  O     0.302021  0.151011  0.039514        -0
 68  O     0.151011  0.302021  0.960486        -0
 69  O     0.848989  0.697979  0.039514        -0",0.44200000000000017,PBEsol Static
mp-7143,BaPuO3,Ba1 Pu1 O3,"Full Formula (Ba1 Pu1 O3)
Reduced Formula: BaPuO3
abc   :   4.381103   4.381102   4.381101
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  Ba    0    -0     0
  1  Pu    0.5   0.5   0.5
  2  O     0     0.5   0.5
  3  O     0.5  -0     0.5
  4  O     0.5   0.5  -0",0.0,GGA Static
mp-505025,BaPuO3,Ba1 Pu1 O3,"Full Formula (Ba4 Pu4 O12)
Reduced Formula: BaPuO3
abc   :   6.218309   6.220555   8.748079
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.980323  0.004619  0.25         0.012
  1  Ba    0.480323  0.495381  0.25         0.012
  2  Ba    0.519677  0.504619  0.75         0.012
  3  Ba    0.019677  0.995381  0.75         0.012
  4  Pu    0.5       0         0            4.081
  5  Pu    0         0.5       0.5          4.081
  6  Pu    0         0.5       0            4.081
  7  Pu    0.5       0         0.5          4.081
  8  O     0.518299  0.93045   0.25        -0.042
  9  O     0.018299  0.56955   0.25        -0.042
 10  O     0.981701  0.43045   0.75        -0.042
 11  O     0.481701  0.06955   0.75        -0.042
 12  O     0.727477  0.270142  0.036051    -0.049
 13  O     0.227477  0.229858  0.463949    -0.049
 14  O     0.772523  0.770142  0.963949    -0.049
 15  O     0.272523  0.729858  0.536051    -0.049
 16  O     0.272523  0.729858  0.963949    -0.049
 17  O     0.772523  0.770142  0.536051    -0.049
 18  O     0.227477  0.229858  0.036051    -0.049
 19  O     0.727477  0.270142  0.463949    -0.049",0.0,GGA Static
